date,CMPAS_MAE,TMF_MAE,CMPAS_RMSE,TMF_RMSE
2021032215,0.0091,0.0069,0.0709,0.0663
2021032216,0.0126,0.0086,0.122,0.1139
2021032217,0.0065,0.0061,0.0596,0.0595
2021032218,0.0017,0.0015,0.0162,0.0151
2021032219,0.001,0.001,0.0142,0.0142
2021032220,0.0013,0.001,0.0105,0.0101
2021032221,0.0006,0.0006,0.0072,0.0071
2021032222,0.0006,0.0006,0.0072,0.0072
2021032223,0.001,0.0008,0.0081,0.0074
2021032300,0.0094,0.0021,0.0534,0.0121
2021032301,0.0226,0.0079,0.1134,0.0798
2021032302,0.0168,0.0014,0.0917,0.0076
2021032303,0.0666,0.0304,0.2828,0.1513
2021032304,0.0582,0.0406,0.2288,0.1336
2021032305,0.0128,0.011,0.0598,0.0418
2021032306,0.0161,0.0131,0.0776,0.0693
2021032307,0.014,0.0094,0.0709,0.0438
2021032308,0.0044,0.0036,0.0186,0.0169
2021032309,0.0048,0.0041,0.0202,0.0185
2021032310,0.0695,0.0601,0.8397,0.8315
2021032311,0.0133,0.0016,0.0898,0.0123
2021032312,0.0015,0.001,0.0123,0.0088
2021032313,0.0257,0.002,0.22,0.0174
2021032314,0.0128,0.0022,0.0888,0.0142
2021032315,0.0041,0.0039,0.0437,0.0434
2021032316,0.0025,0.0025,0.0293,0.0293
2021032317,0.0013,0.0006,0.0094,0.0071
2021032318,0.0007,0.0005,0.0075,0.0071
2021032319,0.0073,0.0072,0.0859,0.0859
2021032320,0.0061,0.0041,0.0609,0.0365
2021032321,0.0005,0.0005,0.0071,0.0071
2021032322,0.0002,0.0001,0.0023,0.0014
2021032323,0.0019,0.0012,0.0127,0.0081
2021032400,0.0019,0.0016,0.0115,0.0107
2021032401,0.0005,0.0005,0.0071,0.0071
2021032402,0.0099,0.0046,0.1255,0.0584
2021032403,0.0001,0.0001,0.0013,0.0008
2021032404,0.0001,0,0.0007,0.0005
2021032405,0.002,0.002,0.0142,0.0142
2021032406,0.0019,0.0018,0.0132,0.0127
2021032407,0.0007,0.0006,0.0074,0.0057
2021032408,0.0016,0.0014,0.0124,0.011
2021032409,0.0018,0.0016,0.0126,0.0124
2021032410,0.0041,0.0014,0.0302,0.0101
2021032411,0.0085,0.0065,0.0573,0.0513
